0.65,0.857941,2.07597,0.956745,0.00601353,0.075932,0.0531911,0.019768,-0.00643727,0.237181,-0.611553,0.560363,-0.34724,0.437517,0.858006,2.07605,0.956862,-0.000894,0.003668,0.000819,-0.625875,0.544242,-0.36105,0.426291,0.00349066,0.0272271,0.0872665
4.5,0.929074,2.07709,0.982305,0.202121,0.0460432,0.785222,-0.336832,-0.703127,0.239703,-0.58652,0.555646,-0.369622,0.458946,0.899954,2.09668,1.01627,0.170168,0.087079,0.33715,-0.606445,0.541284,-0.374297,0.446248,0.0464956,0.111631,0.0446106
4.65,0.946004,2.0876,1.0405,0.150762,0.0380572,0.800092,-0.699663,0.124262,0.790949,-0.58622,0.553996,-0.371699,0.459646,0.924172,2.10817,1.07163,0.148173,0.072046,0.344738,-0.603586,0.539575,-0.376291,0.450496,-0.0198269,0.0711396,-0.0510334
5.2,0.993128,2.10487,1.07396,0.0256559,0.0379259,0.511639,-1.57199,-0.157324,0.127937,-0.594881,0.556638,-0.365935,0.449846,0.977391,2.13539,1.07977,0.05523,0.026877,0.011522,-0.607573,0.54023,-0.373734,0.446463,0.0101927,-0.0894307,0.00342085
6,1.0353,2.08992,1.16429,0.10992,0.0778127,0.737337,-0.313148,0.245725,0.728405,-0.61349,0.557589,-0.36301,0.42538,1.01107,2.13636,1.17477,0.108585,0.03545,0.183086,-0.627684,0.539883,-0.372704,0.419084,-0.0554317,0.0320442,-0.185773
6.25,0.994953,2.12297,1.19272,0.157694,0.11868,0.731072,0.399812,-0.515557,-0.674476,-0.594439,0.567225,-0.3702,0.433416,1.0457,2.1557,1.21899,0.154169,0.114438,0.163168,-0.612211,0.547713,-0.381975,0.423442,-0.157359,0.0871966,0.260333
6.5,1.03633,2.08497,1.17114,0.135317,0.0928673,0.707022,-0.408998,0.34693,0.973049,-0.560484,0.600553,-0.388904,0.41707,1.08653,2.18228,1.25433,0.166136,0.103695,0.113792,-0.575648,0.582589,-0.399886,0.411474,-0.472914,0.0334405,0.165387
6.6,1.05408,2.07315,1.16354,0.127186,0.097007,0.702245,0.497271,0.416196,1.34063,-0.546861,0.614594,-0.396673,0.407269,1.10337,2.19266,1.26532,0.167385,0.108072,0.097581,-0.560467,0.59656,-0.409756,0.402607,-0.413573,-0.0412596,0.155614
6.7,1.06944,2.05933,1.15526,0.111206,0.108296,0.710286,0.339008,0.586972,-0.468325,-0.536366,0.6248,-0.402926,0.399482,1.11993,2.20373,1.27528,0.160572,0.116385,0.09954,-0.548502,0.607076,-0.41721,0.395652,-0.316533,0.0341386,0.124198
7,1.11416,2.02024,1.12392,0.106141,0.0984129,0.702936,-0.0562735,0.301032,1.02328,-0.517799,0.64446,-0.415293,0.379588,1.17116,2.23924,1.30027,0.172906,0.110441,0.056309,-0.526672,0.62668,-0.431256,0.379351,-0.258588,-0.0957139,0.0446106
7.15,1.13209,2.00014,1.10859,0.106603,0.0833005,0.692074,-0.322584,0.591945,0.543525,-0.505476,0.656961,-0.423028,0.365985,1.19727,2.25478,1.30638,0.175645,0.095206,0.031729,-0.512945,0.639832,-0.438977,0.367154,-0.391931,-0.0405615,0.099763
7.35,1.15934,1.97612,1.0928,0.110832,0.0726411,0.655311,-0.00213671,-0.227312,-0.795159,-0.476424,0.680468,-0.43962,0.34164,1.23287,2.2721,1.30741,0.181559,0.084859,-0.021276,-0.482829,0.663891,-0.456186,0.34354,-0.521086,-0.0238063,0.193313
7.5,1.17727,1.95511,1.07983,0.110463,0.0842728,0.648977,-0.0994735,0.664315,0.675583,-0.4484,0.701722,-0.452628,0.318827,1.26034,2.28462,1.30299,0.187346,0.08958,-0.045661,-0.453292,0.686038,-0.469769,0.321241,-0.577634,-0.0705811,0.274994
7.6,1.19029,1.94029,1.07071,0.111642,0.0857369,0.633011,-0.609699,0.358479,0.10106,-0.427953,0.714935,-0.461827,0.304039,1.27951,2.29353,1.29792,0.198403,0.090753,-0.069555,-0.43183,0.700198,-0.479336,0.305749,-0.596484,-0.11945,0.20169
7.75,1.21556,1.91917,1.05561,0.116829,0.0871663,0.620568,-0.495031,0.0795519,0.521872,-0.397086,0.734219,-0.472919,0.282122,1.31079,2.30745,1.28609,0.221323,0.092624,-0.096003,-0.399248,0.720103,-0.491257,0.284112,-0.551105,0.0697434,0.285466
7.95,1.2544,1.88673,1.03388,0.125026,0.0855162,0.621272,0.198498,-0.836456,-1.4486,-0.359565,0.754615,-0.487626,0.251973,1.35833,2.32586,1.26525,0.25826,0.092696,-0.108877,-0.359521,0.741219,-0.506449,0.254653,-0.487575,0.0355349,0.189124
8.15,1.29757,1.85242,1.00564,0.131953,0.0902538,0.632163,0.28348,-0.194074,0.0699027,-0.32323,0.773567,-0.498702,0.22003,1.41297,2.34389,1.24226,0.296871,0.092436,-0.121623,-0.320442,0.760517,-0.518304,0.224258,-0.496651,-0.0670905,0.229616
8.35,1.34461,1.80726,0.976281,0.136355,0.0932816,0.646627,0.230313,-0.0684886,0.944303,-0.28472,0.787714,-0.511071,0.192998,1.47734,2.36157,1.21661,0.340497,0.089617,-0.130751,-0.2797,0.774217,-0.532102,0.198048,-0.475009,0.130481,0.210766
8.5,1.38855,1.77787,0.950661,0.117343,0.0934079,0.637525,0.0511718,-0.347852,-0.431908,-0.254602,0.797144,-0.518105,0.176935,1.52986,2.37587,1.19452,0.355317,0.084609,-0.152737,-0.246798,0.783786,-0.539491,0.18363,-0.477801,0.124198,0.198898
8.7,1.44552,1.7344,0.914723,0.0875233,0.119325,0.662518,-0.0487363,1.33894,1.98012,-0.219108,0.808043,-0.526464,0.147967,1.60126,2.39461,1.16326,0.356359,0.09449,-0.152765,-0.205658,0.793322,-0.550304,0.159722,-0.496651,-0.0161268,0.136764
8.9,1.50076,1.69057,0.878987,0.0530035,0.141735,0.685031,-0.492572,0.287828,0.588833,-0.180069,0.81813,-0.531904,0.123757,1.67155,2.41469,1.13315,0.333646,0.103676,-0.140659,-0.160546,0.801894,-0.557837,0.141457,-0.419158,0.0864985,0.237993
9.1,1.55902,1.73051,0.886256,0.0137004,0.156959,0.707512,-0.509375,0.249261,-0.12295,-0.147314,0.824918,-0.537251,0.0957598,1.73395,2.43532,1.10626,0.282389,0.099598,-0.12709,-0.121341,0.808824,-0.562748,0.119977,-0.424045,-0.0259007,0.133273
9.35,1.59949,1.7727,0.841604,0.00337131,0.160791,0.756022,-0.295175,0.675739,0.659569,-0.117541,0.83611,-0.532441,0.0600854,1.79689,2.45973,1.07702,0.238566,0.081757,-0.10294,-0.08882,0.820461,-0.558097,0.0865012,-0.275343,-0.0503353,0.0111003
9.75,1.68823,1.7621,0.780518,0.0341871,0.129273,0.781789,-0.217302,-0.035913,-1.12232,-0.0975768,0.837613,-0.534998,0.0515755,1.89496,2.47864,1.03527,0.252557,0.017681,-0.123728,-0.0704487,0.821836,-0.560339,0.0751179,0.0157778,-0.169716,0.0599695
10.05,1.7515,1.76189,0.738357,-0.0158412,0.0901194,0.859276,-0.836659,-0.586351,-0.849704,-0.0943047,0.839635,-0.530839,0.0658073,1.96414,2.47411,1.00406,0.190431,-0.068191,-0.077394,-0.0651137,0.825418,-0.552851,0.093813,0.080704,0.0243648,0.0481013
10.65,1.83426,1.67776,0.756635,0.00690155,0.129643,0.967109,-0.624834,0.452933,-0.398442,-0.103743,0.82803,-0.548775,0.0495026,2.05007,2.39655,0.9747,0.11771,-0.11612,-0.025358,-0.0755483,0.810073,-0.576605,0.0748418,-0.268362,0.180746,0.240786
10.9,1.84823,1.66184,0.734036,0.0130029,0.212553,1.03948,0.477828,-0.476294,1.17355,-0.0567123,0.831945,-0.551459,0.0233441,2.07408,2.37701,0.973817,0.070105,-0.030488,0.01654,-0.0251797,0.809397,-0.584425,0.0518532,-0.440102,-0.129224,0.185633
11.15,1.83364,1.68068,0.765496,0.00603072,0.227579,1.35842,0.0252718,0.238039,1.52794,-0.0223403,0.846801,-0.531364,0.00901804,2.08737,2.37607,1.01096,0.018553,-0.00489,0.31838,0.0102464,0.824135,-0.56497,0.0388059,-0.139906,-0.178792,0.0802153
11.45,1.82735,1.67564,0.882998,-0.0695218,0.156726,1.44565,-0.554096,-0.451255,-0.122573,-0.0131587,0.845186,-0.534309,-0.000995311,2.07543,2.36086,1.12714,-0.107023,-0.101467,0.393151,-0.0241922,-0.826696,0.561046,-0.0348518,-0.0268083,0.200294,-6.98132e-05
11.7,1.7868,1.65936,0.974696,-0.0706387,0.121599,1.39492,0.226122,0.076309,0.411341,-0.0233898,0.843116,-0.53688,-0.0191615,2.03808,2.32783,1.21564,-0.1677,-0.16555,0.322281,-0.013346,-0.826651,0.562374,-0.0143048,-0.0952252,-0.0196175,-0.206717
