0.857848,2.07652,0.956479,0.011616,-0.00629885,0.00392133,0.12329,0.30927,-0.109119,-0.586187,0.58907,-0.422457,0.361816,0.857671,2.07617,0.956862,0.005575,-0.021072,-2.1e-05,-0.626173,0.544202,-0.361129,0.425837,-0.113377,0.0069115,0.0208043
0.858162,2.07635,0.956183,0.0179068,0.0135691,0.00720944,0.175837,0.667643,-0.0411183,-0.586112,0.588734,-0.4226,0.362317,0.85787,2.07575,0.956826,0.004095,-0.014668,-0.000776,-0.626023,0.54432,-0.361155,0.425884,-0.0660433,0.00139626,0.0248535
0.858359,2.07621,0.956008,0.0225415,0.0306682,0.0131401,0.0433421,0.327694,0.439405,-0.586213,0.588473,-0.422377,0.362838,0.858024,2.07549,0.956818,0.002408,-0.009325,5e-05,-0.626233,0.544034,-0.361223,0.425884,-0.0570374,-0.00753982,-0.00977384
0.858365,2.07617,0.955893,0.0273523,0.0469623,0.0162967,0.15859,-0.0119096,0.0291961,-0.584921,0.589133,-0.421578,0.364777,0.858087,2.07539,0.95681,0.000776,-0.003523,0.000249,-0.626193,0.544123,-0.36102,0.426001,-0.0301593,-0.00628319,0.0145211
0.858419,2.07614,0.955853,0.032045,0.0658621,0.0195313,0.00358891,-0.640859,0.170587,-0.583907,0.589879,-0.420283,0.366684,0.858112,2.07532,0.956822,-0.000345,0.007681,-0.000701,-0.626237,0.544009,-0.361034,0.42607,0.0727453,-0.0108909,-0.034767
0.858441,2.07613,0.95583,0.0354807,0.0765742,0.0274055,0.00757861,-0.0742405,0.290049,-0.583147,0.590628,-0.419654,0.367408,0.858141,2.07531,0.956835,-0.000618,0.007612,0.002206,-0.626279,0.543918,-0.361207,0.425979,0.0522901,0.00837758,-0.0189892
0.858394,2.07606,0.955739,0.0380795,0.085603,0.0316977,-0.0237088,-0.291607,-0.159712,-0.582305,0.590928,-0.419401,0.368547,0.858078,2.07539,0.956901,-0.001593,0.008448,0.002746,-0.626097,0.543959,-0.361194,0.426205,0.0592714,0.0272969,-0.000628319
0.858422,2.076,0.955658,0.0426392,0.0927046,0.0345037,0.172703,0.387203,0.204963,-0.581224,0.591622,-0.418656,0.369984,0.858063,2.07549,0.956893,9.6e-05,0.006071,-0.000557,-0.626082,0.544,-0.361273,0.426106,0.0259705,-0.00719076,-0.0166853
0.858509,2.07594,0.955613,0.0436228,0.100073,0.0395224,0.0350833,0.235765,0.231509,-0.581018,0.592389,-0.417551,0.37033,0.858074,2.07561,0.956891,-0.001251,0.006245,-0.000719,-0.626006,0.544084,-0.361241,0.426137,0.0298102,-0.0102625,-0.00418879
0.858582,2.07589,0.955544,0.0459523,0.106029,0.0462086,0.170806,0.458273,-0.00541275,-0.580317,0.592859,-0.416977,0.371322,0.858017,2.0757,0.956903,-0.001668,0.004814,0.001284,-0.625929,0.54412,-0.361244,0.426202,0.0162665,0.00921534,-0.0136136
