0.857961,2.07654,0.956611,0.011616,-0.00629885,0.00392133,0.12329,0.30927,-0.109119,-0.586835,0.588674,-0.423009,0.360765,0.857671,2.07617,0.956862,0.005575,-0.021072,-2.1e-05,-0.626173,0.544202,-0.361129,0.425837,-0.113377,0.0069115,0.0208043
0.858389,2.07636,0.956605,0.0179068,0.0135691,0.00720944,0.175837,0.667643,-0.0411183,-0.586835,0.588674,-0.423009,0.360765,0.85787,2.07575,0.956826,0.004095,-0.014668,-0.000776,-0.626023,0.54432,-0.361155,0.425884,-0.0660433,0.00139626,0.0248535
0.858627,2.07633,0.956428,0.0225415,0.0306682,0.0131401,0.0433421,0.327694,0.439405,-0.586834,0.588674,-0.423009,0.360765,0.858024,2.07549,0.956818,0.002408,-0.009325,5e-05,-0.626233,0.544034,-0.361223,0.425884,-0.0570374,-0.00753982,-0.00977384
0.858521,2.07636,0.956482,0.0273523,0.0469623,0.0162967,0.15859,-0.0119096,0.0291961,-0.586835,0.588674,-0.423009,0.360765,0.858087,2.07539,0.95681,0.000776,-0.003523,0.000249,-0.626193,0.544123,-0.36102,0.426001,-0.0301593,-0.00628319,0.0145211
0.858583,2.07635,0.956449,0.032045,0.0658621,0.0195313,0.00358891,-0.640859,0.170587,-0.586834,0.588674,-0.423009,0.360765,0.858112,2.07532,0.956822,-0.000345,0.007681,-0.000701,-0.626237,0.544009,-0.361034,0.42607,0.0727453,-0.0108909,-0.034767
0.858614,2.07634,0.956435,0.0354807,0.0765742,0.0274055,0.00757861,-0.0742405,0.290049,-0.586834,0.588675,-0.423009,0.360765,0.858141,2.07531,0.956835,-0.000618,0.007612,0.002206,-0.626279,0.543918,-0.361207,0.425979,0.0522901,0.00837758,-0.0189892
0.858556,2.07637,0.956541,0.0380795,0.085603,0.0316977,-0.0237088,-0.291607,-0.159712,-0.586834,0.588674,-0.423009,0.360765,0.858078,2.07539,0.956901,-0.001593,0.008448,0.002746,-0.626097,0.543959,-0.361194,0.426205,0.0592714,0.0272969,-0.000628319
0.858642,2.07633,0.956493,0.0426392,0.0927046,0.0345037,0.172703,0.387203,0.204963,-0.586834,0.588675,-0.423009,0.360765,0.858063,2.07549,0.956893,9.6e-05,0.006071,-0.000557,-0.626082,0.544,-0.361273,0.426106,0.0259705,-0.00719076,-0.0166853
0.858739,2.07627,0.956479,0.0436228,0.100073,0.0395224,0.0350833,0.235765,0.231509,-0.586834,0.588675,-0.423009,0.360765,0.858074,2.07561,0.956891,-0.001251,0.006245,-0.000719,-0.626006,0.544084,-0.361241,0.426137,0.0298102,-0.0102625,-0.00418879
0.858673,2.07628,0.956565,0.0459523,0.106029,0.0462086,0.170806,0.458273,-0.00541275,-0.586834,0.588675,-0.423009,0.360765,0.858017,2.0757,0.956903,-0.001668,0.004814,0.001284,-0.625929,0.54412,-0.361244,0.426202,0.0162665,0.00921534,-0.0136136
0.858832,2.07625,0.956456,0.0492946,0.110992,0.0494764,0.0585947,0.238993,0.055218,-0.586834,0.588675,-0.423009,0.360765,0.858,2.0759,0.956878,-0.000162,0.006225,-0.000782,-0.625915,0.544158,-0.361193,0.426219,0.0193382,-0.00753982,0.000628319
0.858689,2.0763,0.956496,0.0499604,0.111994,0.0569148,0.0601718,0.150175,0.235883,-0.586834,0.588675,-0.423009,0.360765,0.858006,2.07605,0.956862,-0.000894,0.003668,0.000819,-0.625875,0.544242,-0.36105,0.426291,0.00509636,0.00844739,0.00893609
0.858835,2.07624,0.956455,0.0506299,0.11461,0.0603563,-0.00342393,0.206656,-0.164943,-0.586834,0.588675,-0.423009,0.360765,0.857969,2.0762,0.956901,-0.00179,0.004096,5.1e-05,-0.625814,0.544297,-0.361025,0.426331,-0.00823795,-0.0123569,-0.00230383
0.858674,2.07629,0.956545,0.0529186,0.115474,0.0660993,0.089685,0.142679,0.196305,-0.586834,0.588675,-0.423009,0.360765,0.857893,2.07638,0.956912,-0.001244,0.004251,-0.000377,-0.625793,0.544308,-0.360987,0.426381,0.00705113,-0.00272271,-0.00642281
0.858567,2.07632,0.956577,0.0537341,0.113354,0.0723126,-0.0690651,-0.16359,0.254518,-0.586834,0.588675,-0.423009,0.360765,0.857887,2.07649,0.956907,-0.000422,0.002257,0.000368,-0.625766,0.544369,-0.360893,0.426422,0.000488692,0.000349066,-0.00432842
0.858618,2.07631,0.956538,0.0538507,0.112996,0.0777111,-0.023253,-0.0562791,0.124097,-0.586834,0.588675,-0.423009,0.360765,0.85787,2.07655,0.956921,-0.001125,0.000526,0.000732,-0.625771,0.544395,-0.360874,0.426397,-0.0122871,-0.0037001,-0.000698132
